game,outcome,end_reason,n_moves,loss,moves
561,W,material_resign,47,3.737058,b2b3 e7e5 e2e4 f7f5 f2f3 g7g6 g1h3 f8a3 g2g3 b8c6 f1e2 g8f6 g3g4 b7b5 e2b5 h7h6 g4f5 a8b8 b1c3 h8g8 c3b1 c8b7 b5c6 f6h7 h3f4 a3c5 f5f6 b7a8 f4e2 d8f6 h2h4 g8f8 c1b2 e8d8 h1h2 f8h8 h2h3 d8e8 d1c1 f6g5 c2c4 e8f8 d2d4 f8e8 h4g5 b8b7 b1a3
562,B,value_resign,21,3.714064,b2b3 b7b5 f2f3 d7d6 a2a3 g8h6 f3f4 c8f5 b1c3 d8d7 e2e4 d6d5 h2h3 b8a6 c1b2 f5e6 d1e2 d7d6 g2g4 f7f6 e1d1
563,B,value_resign,53,3.574448,e2e3 e7e5 e1e2 f8d6 g1f3 h7h6 h2h3 h8h7 e3e4 b8a6 h1h2 d8f6 b1c3 a8b8 c3a4 d6a3 d2d4 d7d5 e2e3 b7b5 f1c4 c8d7 g2g4 b8a8 c4d5 a8c8 d1e1 d7f5 c2c4 b5a4 e1f1 e8e7 c1d2 e7d8 d2c1 h7h8 c1d2 h8h7 d5c6 g8e7 f1g2 h6h5 c6a4 f6c6 d4e5 h7h8 d2c1 c6f6 f3g1 e7c6 a1b1 h8h7 b1a1
564,D,cap_draw,150,3.632815,h2h4 e7e5 c2c4 f8a3 d2d3 e8e7 g2g3 b8c6 f2f3 d8e8 f1g2 b7b5 d1c2 e7e6 e1f1 c8b7 g3g4 a3b4 d3d4 a8b8 a2a4 b8a8 f3f4 e8d8 e2e3 d8e8 g1h3 b4c3 h1g1 a8b8 f1e2 a7a6 g2f1 b8a8 f1g2 a8b8 g2f1 e8d8 b1d2 f7f5 e3e4 g7g6 a1b1 d8f6 b2c3 b8c8 g1h1 c6d8 c2d1 d7d6 h1g1 c7c6 g1g2 h7h6 e2e3 f5e4 d1f3 h8h7 g2g3 h7h8 g4g5 h8h7 f1e2 f6g5 f3f2 h7h8 e2f1 g8e7 f1e2 h8h7 c1b2 e6f6 b1c1 c6c5 e2f3 h7h8 f2e2 b5c4 c1e1 g5f5 d2b3 e4f3 e1d1 h8h7 b2c1 h7h8 d1e1 h8g8 c1b2 g8f8 f4e5 f6g7 e1g1 f8e8 g1e1 g7f8 b2c1 f8g8 c1d2 e7d5 e3f2 f5d7 e2d1 g8f8 g3g4 f8e7 b3c1 d7e6 f2f3 c8b8 g4g6 a6a5 c1d3 d5c3 f3e3 c3d5 e3f2 d6e5 d1c1 e6a6 d3b2 b7a8 e1e2 e7f8 d2e1 f8e7 c1d2 b8b7 f2g1 e8f8 d2c3 f8e8 g6g7 d8f7 b2d1 e8d8 g7g5 d8d7 e1d2 e7d8 c3g3 d8c7 g3d3 c7c6 e2h2 d7d6 d3c4 d6d7 d2e1 b7b6
565,B,value_resign,17,3.780335,e2e4 e7e6 h2h4 b8c6 b1a3 d8f6 d2d4 d7d5 c1d2 h7h5 f2f3 g7g5 d1b1 g8e7 d2c3 h8h7 b2b3
566,W,value_resign,36,3.778754,e2e4 d7d5 f2f3 a7a6 g2g3 c8e6 g1e2 f7f6 g3g4 g7g6 b1a3 f8g7 e2c3 b8c6 e1e2 e8d7 c3d5 d7c8 f1g2 a8a7 d1e1 d8e8 h2h4 b7b6 e1f1 e8d7 a1b1 h7h5 h1g1 h8h7 f1f2 h7h6 d5b4 c8b7 g2f1 b7b8
567,D,cap_draw,150,3.791118,e2e3 f7f5 g1h3 e7e5 h1g1 b8c6 f2f4 b7b5 e1e2 a8b8 h3f2 g8e7 c2c3 a7a6 d2d3 h8g8 d1c2 e5e4 a2a3 g7g6 h2h3 h7h6 b1d2 f8g7 d3e4 c8b7 c2d1 g6g5 d2b3 d8c8 d1e1 g8f8 e1d2 f8f7 d2d3 e8d8 c1d2 d8e8 c3c4 d7d5 a1d1 e8f8 d1e1 f8e8 e1d1 g7b2 d2e1 c8d8 d1c1 f7f8 b3d2 b7c8 g1h1 b8a8 a3a4 c8d7 c1c3 a8c8 f4g5 f8g8 c3a3 d5d4 h1h2 h6h5 e4f5 g8f8 e3e4 f8f5 a3a2 e8f8 h3h4 f8e8 h2h3 a6a5 g2g3 e8f8 f1g2 f8e8 h3h2 e8f8 g2h3 d8e8 e2d1 e8d8 h2g2 f5e5 d1e2 d7f5 e2f3 e5e4 c4c5 d8e8 d3e4 e8d7 e4e7 d7e7 a2a1 f8e8 a1b1 f5e6 b1a1 d4d3 a1b1 e8d8 b1c1 d8e8 c1d1 e6b3 h3g4 e8d8 g4h5 b3c2 d2b3 e7e8 d1d3 d8e7 e1d2 e7f8 b3c1 f8e7 d2b4 e8d8 g3g4 d8e8 d3d6 e8d8 a4b5 d8f8 f3g3 f8e8 c1a2 e8f8 g2g1 f8g8 g1g2 g8g7 g2g1 g7h8 g1h1 c8a8 h1g1 h8h7 d6d7 e7f8 g1h1 a8b8 h1g1 b8c8 g1d1 f8g8
568,D,cap_draw,150,3.639829,e2e3 f7f6 f2f3 g7g5 h2h4 d7d6 h1h2 a7a5 b2b3 d6d5 g1e2 e8d7 e1f2 h7h6 d2d3 d7c6 c1d2 d8e8 g2g4 c8d7 h2h3 g5h4 h3h4 d5d4 d1e1 h6h5 e1d1 c6c5 d1e1 h8h7 e1d1 c5b6 f3f4 b6b5 d2e1 b5c5 e1d2 h7h8 h4h3 b8c6 d2e1 f8g7 c2c3 g7f8 g4h5 d7h3 f2g3 f8g7 e1d2 e8f8 d1e1 a8b8 e1f2 b8a8 d2c1 a8b8 a2a3 f8f7 f4f5 h8h7 e2f4 h3f5 a3a4 f7e8 f1g2 h7h8 c1b2 b8a8 g2f1 a8b8 f1g2 e8f8 g2f1 h8h7 f4g6 f8d8 g6e5 b8a8 f1g2 a8b8 e3e4 d8e8 g2f3 e8d8 b2c1 g7f8 c1b2 f5g4 b1d2 d8e8 g3g4 f8g7 c3c4 e8d8 a1b1 g7f8 b1c1 d8d7 g4h4 h7h8 b2a1 c5b4 c1b1 f8g7 f2e1 d7c8 f3d1 f6f5 d1e2 h8h7 e1f1 g7f8 f1e1 h7h8 e1d1 f8g7 e2f1 c8d7 h4g3 b8e8 f1e2 g7f8 d1e1 d7d6 e1f1 d6d5 f1e1 c6a7 a1d4 f8g7 e1d1 g7f8 d1e1 e8b8 e2f1 g8f6 b1c1 b8a8 f1e2 d5c6 g3f2 c6a4 e1d1 f8g7 d1e1 h8h7 e1d1 h7h5 d2f3 h5h7
569,W,material_resign,83,3.924249,e2e4 e7e5 d2d4 a7a6 f2f3 b7b6 c2c3 b8c6 f3f4 f7f5 c3c4 h7h5 g1h3 g8h6 a2a4 f5e4 d1e2 g7g6 b2b3 d8h4 h3f2 f8a3 c1d2 a3b4 h1g1 c8b7 e2d1 h8g8 d1e2 b6b5 e2d1 g6g5 d1c2 g8f8 c4b5 f8f7 f4g5 a8b8 e1e2 b8c8 c2c5 h6f5 e2d1 e8d8 d1e1 f7f8 e1d1 f8e8 b1a3 e8f8 d1e1 f8e8 e1d1 e8f8 d4d5 f8g8 a1b1 g8g7 c5b4 g7g8 f1e2 g8f8 d2c1 f8e8 b4c3 b7a8 d1d2 e8f8 b1a1 f8f7 e2f1 d8e7 d2e1 c8d8 g5g6 h4h2 f2h3 d8c8 c1d2 c8b8 b5c6 a6a5 c3c2
570,B,value_resign,91,3.795232,e2e3 d7d5 f2f3 c8f5 c2c3 g8f6 g1e2 h8g8 d2d3 b8c6 g2g3 e7e5 b1a3 f5d3 f1g2 h7h6 b2b4 b7b5 e3e4 g7g6 c3c4 d5e4 h2h3 e4f3 e1f1 a8b8 h1h2 d8c8 c1d2 f8g7 d2h6 g7f8 d1e1 c8b7 e1d1 b8c8 d1e1 f6e4 h6f4 f7f6 h3h4 c8d8 a1b1 d8c8 b1a1 c8d8 f4e5 d8d7 c4b5 g8h8 g2h1 h8h7 h2f2 a7a6 a1b1 f8g7 e1d2 d7d5 b5a6 g7f8 h1g2 b7b6 d2h6 f8e7 b1a1 e7f8 f1e1 h7h8 e1f1 h8h7 a6a7 f8g7 f1g1 e8f8 e5d4 f8f7 h6e3 g7f8 g1f1 d5a5 f1g1 h7h8 e3c1 h8h7 c1g5 e4c3 g1h2 f8g7 g2h1 b6d4 h1g2
571,B,value_resign,35,3.753821,e2e4 h7h6 h2h4 e7e5 g1f3 h6h5 e1e2 f8d6 c2c3 b8c6 g2g4 h8h7 c3c4 a8b8 e2d3 h7h6 d1e2 g7g6 h1g1 f7f6 f1g2 e8e7 g2f1 d8e8 b1c3 e8f8 e2e1 f8g7 f1e2 e7d8 e2f1 d6e7 f1e2 g7h8 e2f1
572,B,value_resign,19,3.828406,d2d3 h7h6 b2b3 b8c6 e2e3 d7d5 d1d2 h8h7 f2f3 f7f6 c2c3 b7b5 c3c4 e7e6 g2g3 e6e5 e1e2 g7g6 e2d1
573,W,value_resign,48,3.813233,e2e4 g8f6 g1f3 b7b5 d2d3 b8a6 e4e5 h8g8 f3g5 d7d6 b2b4 c8f5 e1d2 a8b8 a2a3 f6h5 f2f3 d8d7 c2c3 b8a8 h1g1 c7c6 g5h7 a6b4 d1e1 d6d5 e1d1 e8d8 d1e2 d8e8 d2e1 g8h8 e1d2 h5g3 g1h1 h8g8 e2e1 c6c5 e1e2 a8b8 c3c4 d7c8 c4b5 e8d8 e2e1 d8e8 h2h4 c8b7
574,W,material_resign,27,3.599299,e2e3 h7h5 d2d3 h8h7 h2h4 d7d6 b2b4 c8f5 e1e2 d6d5 b4b5 f5g4 f2f3 b8a6 b5a6 b7b6 c2c3 c7c5 d1a4 d8d7 a4b4 g8h6 b4a3 d7c8 f3g4 c8b7 e2d1
575,B,material_resign,98,3.686993,f2f3 b8c6 g2g3 h7h5 d2d3 f7f6 c1f4 g7g6 e1d2 b7b6 c2c3 g6g5 d1c2 f6f5 a2a4 h8h7 d2e1 h7h8 e1f2 d7d6 c3c4 c8d7 c2c3 d7c8 b2b3 c8d7 h2h3 d7c8 h1h2 f8g7 e2e4 d6d5 f1g2 c8d7 g2h1 d7c8 h1g2 h5h4 b3b4 c8e6 b1d2 e8f8 g3g4 d8e8 a4a5 a7a6 g4f5 a8a7 a1b1 e6c8 b1a1 e8d7 g1e2 d7e8 g2f1 e8d8 f1g2 e7e6 e2g1 c8d7 g2f1 g5g4 a1b1 e6e5 b1a1 d7c8 c4d5 f8e8 a1b1 h8h7 b1c1 g4h3 c3e5 e8d7 h2h1 h7h6 g1e2 d8e8 d5c6 d7d8 h1g1 h6h5 f1g2 e8f8 g1f1 c8b7 f1g1 d8c8 g2h1 f8e8 h1g2 h3h2 f4g3 h4g3 f2e1 e8e5 e1f1 e5b2
576,B,material_resign,122,3.873403,e2e3 h7h5 e1e2 h8h7 g1f3 d7d5 d2d3 b7b5 h2h3 b8a6 e2e1 h7h6 c1d2 h6c6 b1c3 g8h6 b2b3 c8f5 g2g3 f5e4 f1g2 d8d6 h1h2 a8b8 g2h1 f7f5 a1b1 d6e6 e1f1 h6g4 d1e1 d5d4 b1a1 b8a8 a1b1 g4f2 e1f2 a8b8 f1g1 b8a8 c3d1 a6c5 d1b2 e4d3 d2e1 e6h6 f3d4 e8f7 c2c4 a8b8 h1e4 b8a8 f2f3 g7g6 e1d2 f7f6 g1h1 a8b8 b1c1 d3e4 d4e6 b8a8 c1g1 a8b8 d2e1 b8c8 h2e2 e4b1 b2a4 h5h4 e1b4 c6d6 e6c7 f8g7 g1f1 g7f8 f1g1 c8d8 f3g4 d8e8 c7e8 f6f7 e2e1 h6h5 e1f1 a7a5 f1e1 b5a4 e1d1 d6d5 d1e1 f8g7 e1f1 g7h8 f1f2 g6g5 g4e4 g5g4 f2d2 a5b4 h1g2 a4a3 g3h4 g4g3 d2f2 f7f8 e8g7 f8g8 g2f1 g8g7 f1g2 g7h7 g1h1 d5d2 e4d4 h5e2 d4g4 h7h6 h1b1 f5g4 g2g3 h8g7
577,W,value_resign,30,3.832490,g2g3 c7c6 e2e4 h7h5 f2f4 h8h7 h2h4 c6c5 g1e2 f7f6 d2d3 g7g5 h1g1 e8f7 f1g2 f8g7 g2f1 d8e8 f1g2 e8d8 e1f1 b7b6 d1e1 c8b7 e1d1 f7e8 f4g5 e7e6 g3g4 h7h8
578,W,material_resign,131,3.699116,e2e3 g8h6 h2h4 h8g8 e3e4 d7d5 a2a4 c8h3 g2g3 d8d7 b1a3 a7a6 f1e2 f7f6 e2a6 c7c5 f2f3 e7e5 a3b5 e8d8 e1e2 d7c8 f3f4 d8d7 g3g4 b8c6 a1b1 f8d6 c2c3 g8h8 d1e1 d7e8 e1f1 h3g2 f1e1 b7a6 e1d1 e8e7 d1e1 c6a5 e1f1 c8d7 f1e1 d7e8 h1h2 g2h3 e2e3 e7d8 e1d1 d8c8 d1e1 e8d8 h2h3 h8g8 e1d1 d8e8 g4g5 c8d8 g5f6 d5d4 e3e2 h6f5 h3g3 e8d7 d1c2 d8e8 g3h3 e8f8 e2d1 g7f6 d1e1 d7e8 h3e3 f8e7 e1d1 e8d8 d1e2 d8d7 e2d1 d7e8 c2b3 g8f8 e3d3 h7h5 d1e2 f8g8 e2d1 g8f8 d1e2 f8g8 e2f1 a8b8 b3d5 a5b3 f4e5 b8c8 f1e2 e8d7 e2f1 g8h8 d5f7 e7d8 f1e2 d7b5 b1a1 c8b8 f7b3 d8c8 g1f3 a6a5 f3g5 b8a8 g5h7 b5b6 e2d1 h8h7 d1e2 c8b7 e2d1 h7h8 d1e2 h8h7 e2e1 d6e7 e1d1 h7h8 d1e2 e7f8 b3b6 b7c8 e2d1
579,W,value_resign,46,3.681516,a2a3 c7c5 e2e3 b8a6 h2h4 f7f6 h1h2 e8f7 f1a6 b7b5 f2f3 e7e5 e1f2 c8b7 c2c4 g8h6 d1e1 d8e8 f3f4 h6f5 e1e2 d7d5 a3a4 e8c6 e2d1 d5d4 h2h3 h8g8 d1e1 a8b8 e1d1 b8c8 d1e2 c8b8 f2e1 c6f3 e1d1 b8c8 d1c2 b7a8 a4a5 a8e4 e2d3 c8d8 g1f3 d8d7
580,W,value_resign,69,3.924977,e2e4 f7f6 h2h4 a7a6 e1e2 e7e6 d2d4 f8d6 f2f3 f6f5 b1c3 g8e7 h1h2 e6e5 e2e3 e8f8 h4h5 f8e8 a1b1 h8g8 g1e2 g8f8 d1e1 a6a5 e1d1 b8c6 c1d2 f8h8 h5h6 c6b8 c3a4 f5e4 d1c1 h8g8 h2h3 b8c6 g2g3 g8h8 h6g7 h8g8 h3h1 g8h8 e3e4 a8b8 d2f4 h8g8 h1g1 g8h8 a4c5 h8g8 f1g2 b8a8 c1e3 c6b4 g2f1 a8b8 e3d2 g8f8 b2b3 h7h6 c5d7 f8g8 a2a3 e7f5 d2e1 e8f7 f1g2 d8e8 b1c1
581,W,material_resign,15,3.785245,e2e4 e7e6 f2f4 d7d5 h2h4 a7a6 e4e5 d8f6 h1h2 a8a7 g1e2 f8e7 e5f6 e7d6 g2g3
582,D,cap_draw,150,3.705192,a2a4 b8c6 g1f3 f7f6 a1a2 c6b8 e2e3 d7d5 h1g1 b8a6 d2d3 b7b5 c1d2 e7e6 h2h3 c8d7 c2c3 d8c8 f3g5 c8b7 f2f4 a8c8 d1c2 b5b4 g2g3 f6f5 g3g4 g8e7 f1e2 h8g8 e2d1 h7h6 g4f5 e6f5 g1f1 e7g6 d2c1 e8d8 e1f2 b7b6 c2d2 d8e8 f1g1 a6c5 g1g2 a7a6 d1b3 c8d8 f2f3 d7c8 d2e1 c8d7 e1d1 d7c8 d1e2 e8d7 b3c2 d7d6 g5f7 d6e6 g2g1 c8b7 e2e1 d8d7 e1f1 b7a8 f1f2 d7d8 g1f1 c5d3 f7g5 e6f6 f1e1 b6e6 f3e2 d8e8 e1d1 f8c5 e2d2 e8d8 d1e1 d8c8 e1d1 c8d8 g5e4 d5e4 h3h4 d8d7 f2f3 e6d6 h4h5 g8h8 d1e1 h8h7 e1f1 d6d5 f3e4 d7d6 f1e1 a6a5 e1d1 h7h8 e4c4 h8h7 c3b4 h7h8 d1e1 h8h7 c2d1 h7h8 e1f1 c5d4 c4c3 c7c6 f1g1 d3f4 d2e1 d5e6 e1d2 h8h7 e3e4 h7h8 g1f1 f6g5 d2e1 d6d5 b1d2 e6c8 c3b3 h8f8 a2a3 f8g8 d1e2 c6c5 b3h3 c8d7 e4f5 d7e8 b4b5 e8f7 e2c4 f4d3 e1d1 f7f6 b2b4 g8f8 d2b1 d4e3 h3f3 f8e8
583,B,material_resign,146,3.822923,g1h3 d7d5 h3g5 b8a6 f2f4 h7h6 d2d3 b7b6 h2h4 b6b5 c1d2 h8h7 b2b3 a6b8 h1h2 g8f6 a2a3 c8f5 g2g3 d5d4 g5e6 b8a6 a1a2 d8c8 d2c1 c8b7 c1b2 h7h8 b1d2 h8h7 d2f3 a8b8 f3g1 b7a8 f1h3 f6h5 g3g4 g7g6 g4g5 b8c8 c2c3 a8c6 e1f1 a6c5 h3g4 a7a6 d1b1 f8g7 b2a1 g7f8 g1h3 h7h8 b3b4 c6d6 b1c1 h8g8 g4f5 h6g5 h2h1 f8g7 h1h2 c5d7 e6f8 c7c6 f1g1 c8d8 c1b2 d6d5 g1f1 g7f8 e2e3 d8c8 f1e2 h5g7 e2f1 c8d8 f1e2 d4e3 d3d4 a6a5 e2e1 d8c8 b2c1 e8d8 h4h5 e7e6 h3f2 d5f3 h2h3 c6c5 c1d2 d8e8 a3a4 g8h8 h3h4 h8h7 d2c1 f8e7 c1b2 f3f4 e1d1 e7d6 d1e2 e8d8 f2d3 d7f8 e2d1 d8c7 d1e1 c8d8 h5g6 c7b8 h4h5 d8e8 h5h6 b8a8 e1d1 f4d4 h6h4 e8c8 a4b5 c5c4 d1e1 f8d7 e1f1 c8c5 f1g2 c5c6 g2f1 a8b8 f1g2 g5g4 g2f1 c4d3 h4h5 b8c8 h5h2 c8b8 f1g2 h7h6 g2h1 b8c8 h1g2 a5b4 g2f1 d4b6
584,B,value_resign,53,3.840625,g1h3 e7e5 h1g1 b7b5 f2f3 b8c6 d2d3 c8b7 c1d2 f7f5 b2b4 h7h6 e1f2 g7g6 e2e4 h8h7 b1a3 d8e7 h3g5 a8b8 a1b1 h7h8 d1e1 b8a8 h2h3 c6b4 g2g3 b4a6 g5h7 e7f6 b1c1 e8f7 e1e2 d7d5 d3d4 a8e8 d2e1 e8d8 f1g2 a6c5 g2f1 e5d4 f1g2 h8h7 c1a1 h7h8 a1b1 f8e7 e2b5 b7a8 b1c1 d4d3 g2f1
585,B,value_resign,8,3.728237,h2h4 c7c5 h1h2 d7d5 a2a4 e7e6 f2f3 d8h4
586,B,value_resign,20,3.833403,h2h3 b7b6 h1h2 h7h5 g1f3 d7d6 e2e3 h8h7 h3h4 f7f6 d2d3 f6f5 a2a4 b8a6 f3g5 f5f4 e1d2 e8d7 d2e1 d7c6
587,B,value_resign,15,3.655914,h2h4 e7e5 e2e4 b8c6 h1h2 h7h6 f2f3 b7b6 e1e2 h8h7 c2c4 g8e7 e2e3 d7d6 d1e2
588,B,value_resign,22,3.822371,g2g4 h7h5 c2c4 b7b5 f2f3 b8c6 e2e4 h8h7 f1e2 c8b7 e1f1 d7d5 h2h4 d8d6 b1c3 g8h6 f3f4 e7e6 d1c2 f7f6 c2b3 e6e5
589,B,material_resign,44,3.730968,g1f3 h7h5 b1a3 d7d5 f3d4 b8c6 h1g1 e8d7 g2g4 e7e5 b2b3 c6a5 c1b2 d8f6 f1g2 a5b3 g2f1 b3d4 f2f3 f6e7 e1f2 a7a6 f1g2 e7b4 g2f1 f7f6 a3b1 b7b5 e2e3 h8h7 a2a4 d7e8 d1e2 a8b8 e3e4 e8d7 e2e3 h7h8 c2c4 h8h7 b1a3 b4b2 a1b1 b2b1
590,B,value_resign,33,3.640201,h2h3 b7b6 h3h4 b8c6 c2c3 g8h6 h1h3 h6f5 d2d3 c8b7 c3c4 c6b8 a2a4 d7d5 b1d2 h8g8 d2b3 b8d7 f2f4 h7h6 c1d2 a8b8 d1c2 a7a6 h4h5 f5e3 g2g3 b8c8 b3c1 e7e5 h3h4 c7c5 f1g2
591,B,value_resign,87,3.961663,e2e4 h7h5 b1c3 f7f6 a2a4 d7d5 f2f3 b8a6 g2g3 e7e5 g1h3 e8f7 b2b4 h8h7 f1g2 a8b8 c1b2 g8h6 h1g1 f8b4 h3g5 f7g6 g2f1 h6f5 b2c1 d8d7 a1b1 c7c5 c3d5 h7h8 f1g2 d7e8 g1f1 e8c6 c2c4 b7b5 g5h7 c8d7 b1a1 d7c8 d5b6 c8b7 e1e2 b8c8 a1b1 c8d8 d1c2 b7c8 f1e1 a6c7 e1f1 c8e6 f1f2 d8e8 c1a3 h8g8 h2h3 e8d8 a4b5 e6d7 e2d1 b4a3 g2h1 d8e8 b1a1 d7c8 d1e1 c8b7 h1g2 e8d8 h7f8 g6h6 e1d1 c7d5 d1e1 d8c8 a1b1 f5e7 e1d1 g8h8 f8h7 h6h7 b1a1 d5c3 c2c3 h5h4 d1e1
592,W,material_resign,81,3.966032,f2f4 d7d5 b2b3 a7a6 c2c4 b8c6 h2h4 d8d7 d2d3 f7f5 c1d2 a8a7 g2g3 c6a5 f1g2 g7g5 e1f1 a5b3 g3g4 e8f7 d2b4 g8h6 d1d2 h8g8 a2b3 d7e8 d2e1 g8h8 e1f2 e7e6 b1a3 e8e7 e2e3 f7g7 a3b5 f5g4 f2b2 d5d4 b5d6 h6f5 a1d1 c8d7 g1e2 d7e8 h1g1 b7b6 b4a3 b6b5 g2a8 h7h6 a8h1 c7c6 d6f5 e6f5 e3e4 e7a3 e2d4 f8d6 f1e1 g7g8 b2c1 a6a5 c1a1 g8f8 e1e2 a7a6 h1g2 a3b4 g2h1 b4d2 e2f1 g5h4 d1e1 f8g7 c4c5 d6b8 b3b4 d2g2 g1g2 h8g8 f1e2
593,B,material_resign,46,3.781867,f2f3 d7d5 b2b3 c7c5 g2g3 c8d7 d2d3 a7a6 c1b2 e7e6 h2h3 g8e7 h1h2 f7f6 h2g2 h7h6 b1a3 d8c8 h3h4 a8a7 a1b1 e7f5 e2e3 g7g6 g1e2 f8g7 d1c1 c5c4 e2d4 e8g8 e1d2 g8h8 e3e4 f8e8 d2e1 e8e7 c1h6 h8g8 b1c1 c8c7 e1d1 a7a8 h6h8 g8h8 d1e1 d7c8
594,W,material_resign,95,3.706960,g1h3 b7b5 e2e4 e7e6 b1a3 f7f6 g2g4 b8a6 e1e2 c8b7 d2d4 f8d6 b2b3 g7g6 e2e3 d8e7 d1f3 b5b4 c1d2 e8f8 d2e1 b7d5 f1e2 f8e8 a1b1 e7d8 b1a1 a6b8 a1b1 d8e7 e2d1 a7a6 h1g1 e8f8 g1f1 b8c6 b1a1 g6g5 e1b4 f8e8 a1b1 e8f8 b1a1 c6b8 b4d6 b8c6 a3b5 d5b3 f1g1 a8d8 g1h1 d8c8 h1g1 f8g7 g1f1 c8d8 b5c7 e7e8 d1e2 c6e5 f3f4 g8e7 a1b1 d8c8 f1e1 e7g6 e2f1 e8d8 f2f3 d8e8 f1g2 e8f8 e1e2 f8e8 g2h1 e8d8 c7e6 d7e6 e2e1 d8e8 b1a1 c8d8 h3g5 d8c8 e1d1 h8g8 f4f5 c8b8 d1e1 b8c8 e1d1 e8f7 a2b3 f7d7 d1e1
595,B,value_resign,23,3.827402,d2d3 f7f6 c1g5 f6g5 e1d2 e7e6 e2e4 d7d5 d1e2 b8c6 f2f3 g8e7 e2e3 c6b4 f3f4 c8d7 h2h3 a8b8 c2c4 a7a6 d2c1 h7h5 h3h4
596,W,material_resign,45,3.642298,h2h3 c7c5 f2f4 d7d5 h3h4 e7e6 h1h2 f7f6 c2c4 b8c6 a2a4 g7g6 g2g3 a8b8 c4d5 a7a6 b1a3 b7b6 a3b5 e8f7 b2b3 d8d5 c1b2 d5d7 b2c1 e6e5 d2d3 c8b7 c1e3 d7c8 b3b4 f8e7 f1g2 e7d6 e1f2 c8d8 h2h3 d8e8 a4a5 e8d8 d1c2 d8c7 b5c7 b8c8 g2f1
597,D,cap_draw,150,3.688394,f2f3 h7h5 g2g3 h8h7 e1f2 b8a6 f1g2 a6b4 h2h3 b7b6 d2d3 h7h6 h1h2 e7e5 h2h1 c8b7 c2c3 f7f5 d1e1 a8b8 a2a3 d8f6 e1d2 b4c2 d3d4 e8d8 e2e4 d8e8 f3f4 a7a6 g1f3 d7d5 h1h2 g8e7 d2e1 b7c8 e1d1 h5h4 g2h1 b8b7 h2g2 c8d7 d1c2 a6a5 b1d2 d7e6 g3g4 e6g8 a1b1 e8d8 b1a1 d8e8 a1a2 f6d6 c2d1 e8d8 d1e2 g8h7 g4f5 d8e8 d2b1 e7g6 e2d1 d6d7 d1d2 d7d6 g2g1 e5d4 d2d3 e8d7 c1d2 a5a4 d2c1 d7c8 g1f1 h7g8 h1g2 c8d8 f2e2 h6h8 e2d1 f8e7 a2a1 c7c5 e4e5 d8e8 d1e2 h8h7 e2d1 g8f7 g2h1 e8d8 f1e1 d6c6 e1f1 d8e8 f3e1 c6c7 h1e4 e8d8 d3g3 c7b8 d1c2 e7g5 g3g4 b8c8 g4h4 c8d7 c3d4 d7e6 c1d2 d8d7 e1d3 g5f4 d4c5 g6e7 d2c1 e6f6 f1g1 d7e8 g1h1 f6h4 b1c3 e8d8 h1g1 b7d7 g1h1 d8c8 a1b1 c8d8 c3b5 d8e8 h1h2 f4h6 c1d2 h7h8 b1a1 e8d8 c2d1 f7h5 d1c1 d8c8 b2b4 h8g8 a1b1 g8h8 e4f3 d7d6 b1a1 h6g5
598,B,value_resign,9,3.632786,f2f3 h7h5 d2d4 c7c5 f3f4 b8c6 e2e3 b7b6 b1d2
599,B,value_resign,14,3.779729,c2c4 b7b5 e2e4 d7d6 f2f3 b8c6 h2h4 a8b8 b2b3 c8f5 g2g3 b8c8 c1a3 g7g6
600,B,value_resign,31,3.528827,e2e4 d7d5 h2h4 e7e6 e4d5 f7f5 h1h2 a7a6 d5d6 a8a7 f2f4 h7h6 f1e2 b8c6 d2d3 e6e5 b1a3 h8h7 e1d2 g8e7 e2f1 e8d7 b2b3 d7e8 g2g3 g7g6 g1e2 c6b4 d6d7 c8d7 a1b1
601,W,material_resign,75,3.731614,e2e4 d7d5 f2f3 b8a6 g1h3 e8d7 h3g5 e7e5 c2c4 b7b5 h2h3 f7f6 e1e2 d7c6 h1h2 c8d7 f3f4 d7e8 g2g3 c6b6 a2a4 e8d7 a4b5 f6g5 e2e3 d8e7 d1e2 b6c5 h3h4 d7e8 a1a4 a8b8 h4h5 e8d7 d2d3 b8c8 h2h4 e7f6 e2d2 g8e7 h4h2 c7c6 d2e2 c8a8 h2h4 d7f5 b1d2 h8g8 f1g2 a8b8 b5b6 b8c8 e2f1 c8d8 f1e1 d8e8 e1f1 a7b6 b2b3 h7h6 f4e5 e8d8 f1g1 d8e8 e3e2 d5d4 g2f1 g8h8 f1g2 h8g8 g1h2 g8h8 e5f6 h8h7 g2f1
602,B,value_resign,74,3.766519,e2e3 h7h5 f1d3 d7d5 g1f3 c7c5 d3g6 e7e5 e1g1 h8h7 d2d3 h7h6 c1d2 a7a6 h2h3 f8e7 d1e1 e7f8 h3h4 g8e7 c2c4 b7b6 e1d1 c8b7 d1e1 d8c8 b2b3 b8d7 e1d1 c8d8 d1e1 a8a7 e1e2 d7f6 f1c1 b6b5 g1f1 e7c8 e3e4 d8d7 e2d1 d7d6 b1c3 e8d7 g2g3 b7a8 g6h7 d7e8 f1g2 e8d8 d1e1 f8e7 g2f1 e7f8 e1e2 d8e8 e2e1 e8d8 e1e3 h6h7 f1g2 d6d7 c1g1 h7h8 f3g5 a6a5 g2f1 d8e8 d2c1 c8b6 g1g2 d7d6 f1e2 f6d7
